ISIN,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,Unnamed: 13
INE660F01012,PATNI,EQ,332.0,333.4,322.1,325.3,323.65,324.75,466013.0,151744774.2,22-JUN-2011,7192.0,
INE790C01014,PATSPINLTD,EQ,16.7,17.1,16.7,17.1,17.1,17.0,3219.0,54249.15,22-JUN-2011,21.0,
INE160H01019,PBAINFRA,EQ,60.25,61.0,59.0,59.55,59.35,59.85,15654.0,945788.45,22-JUN-2011,258.0,
INE904D01019,PDPL,EQ,99.5,99.5,90.15,90.15,90.15,94.9,4563.0,411823.1,22-JUN-2011,75.0,
INE105C01023,3PLAND,EQ,18.5,18.5,17.3,17.3,17.3,18.25,1281.0,22688.7,22-JUN-2011,9.0,
INE606A01024,AMJLAND,EQ,24.0,24.0,19.3,19.5,19.5,20.0,2506.0,48951.1,22-JUN-2011,23.0,
INE600A01019,PEACOCKIND,EQ,2.8,2.8,2.45,2.75,2.75,2.85,576.0,1420.25,22-JUN-2011,6.0,
INE844A01013,PEARLPOLY,EQ,25.0,26.35,24.05,25.55,25.7,24.3,72371.0,1864030.25,22-JUN-2011,322.0,
INE932A01024,PENIND,EQ,37.9,38.35,37.3,37.95,37.9,37.5,10638.0,404180.55,22-JUN-2011,104.0,
INE138A01028,PENINLAND,EQ,49.7,50.55,45.55,45.95,46.0,49.4,50912.0,2412257.0,22-JUN-2011,1231.0,
INE843A01023,PEPL,EQ,3.2,3.2,3.15,3.2,3.2,3.15,1002.0,3181.4,22-JUN-2011,5.0,
INE262H01013,PERSISTENT,EQ,356.0,370.0,356.0,363.6,364.0,355.95,29227.0,10656214.9,22-JUN-2011,1684.0,
INE742A01019,PETRONENGG,EQ,355.05,357.5,352.0,353.3,353.4,357.85,4689.0,1658464.4,22-JUN-2011,109.0,
INE347G01014,PETRONET,EQ,143.6,145.0,140.4,140.95,140.65,142.8,1276081.0,182160104.85,22-JUN-2011,20033.0,
INE134E01011,PFC,EQ,173.5,175.85,171.6,175.0,175.55,170.95,2552375.0,444729879.5,22-JUN-2011,22058.0,
INE182A01018,PFIZER,EQ,1454.95,1454.95,1399.8,1416.9,1425.0,1444.25,7143.0,10119148.0,22-JUN-2011,885.0,
INE367G01038,PFOCUS,EQ,50.85,52.7,48.1,48.6,48.55,48.8,563678.0,28475680.5,22-JUN-2011,4729.0,
INE560K01014,PFS,EQ,16.95,16.95,16.0,16.05,16.2,16.6,220409.0,3572878.65,22-JUN-2011,533.0,
INE179A01014,PGHH,EQ,1919.9,1930.0,1880.1,1892.6,1890.5,1917.55,859.0,1628894.9,22-JUN-2011,393.0,
INE602A01015,PHILIPCARB,EQ,132.25,139.8,128.5,129.9,130.7,134.0,10303.0,1353738.35,22-JUN-2011,687.0,
INE211B01039,PHOENIXLTD,EQ,194.0,194.0,185.05,190.3,191.0,190.0,15195.0,2882013.75,22-JUN-2011,449.0,
INE318A01026,PIDILITIND,EQ,164.0,164.0,156.0,156.95,157.85,159.35,139569.0,22323274.35,22-JUN-2011,1681.0,
INE603J01014,PIIND,EQ,744.9,744.9,703.0,703.0,703.0,710.0,20.0,14479.0,22-JUN-2011,2.0,
INE889E01010,PIONDIST,EQ,43.1,49.0,43.1,46.0,45.95,47.5,1461.0,66845.7,22-JUN-2011,29.0,
INE156C01018,PIONEEREMB,EQ,17.0,17.0,16.7,16.9,16.9,17.9,1263.0,21303.7,22-JUN-2011,12.0,
INE542F01012,RNAVAL,EQ,76.0,76.6,72.9,74.35,73.0,75.8,1905085.0,143065869.2,22-JUN-2011,9207.0,
INE748E01018,PIRGLASS,EQ,118.5,123.85,118.5,121.15,121.45,120.7,4641.0,562249.9,22-JUN-2011,118.0,
INE140A01024,PEL,EQ,366.9,368.65,360.65,366.7,365.1,364.45,47832.0,17467817.8,22-JUN-2011,4492.0,
INE122J01015,PIRPHYTO,EQ,82.25,85.3,82.25,84.0,84.7,83.75,4197.0,354318.55,22-JUN-2011,119.0,
INE450D01013,PITTILAM,EQ,36.45,36.85,36.0,36.0,36.0,36.85,2934.0,106415.3,22-JUN-2011,36.0,
INE083C01014,PLASTIBLEN,EQ,207.5,209.0,201.2,201.65,201.2,205.4,406.0,82690.55,22-JUN-2011,20.0,
INE491H01018,PLETHICO,EQ,359.0,359.0,342.8,349.3,349.0,349.85,56826.0,19857930.05,22-JUN-2011,586.0,
INE160A01014,PNB,EQ,1047.0,1047.0,1036.3,1041.8,1041.1,1039.6,69228.0,72165502.1,22-JUN-2011,3010.0,
INE859A01011,PNBGILTS,EQ,24.0,24.5,24.0,24.0,24.0,24.1,26570.0,639278.65,22-JUN-2011,105.0,
INE392B01011,PNC,EQ,14.8,14.85,14.2,14.7,14.7,14.35,1831.0,26661.15,22-JUN-2011,20.0,
INE332G01032,POCHIRAJU,EQ,15.45,16.4,15.45,15.95,15.9,16.05,5711.0,91916.85,22-JUN-2011,50.0,
INE057B01010,POLARIND,EQ,4.05,4.05,4.0,4.0,4.0,4.05,1750.0,7080.0,22-JUN-2011,9.0,
INE763A01023,POLARIS,EQ,175.5,175.5,165.65,167.75,167.3,169.55,385712.0,64814998.9,22-JUN-2011,7706.0,
INE633B01018,POLYPLEX,EQ,182.7,182.7,173.2,175.75,175.15,180.15,79615.0,14213415.5,22-JUN-2011,1554.0,
INE063E01038,PONDYOXIDE,EQ,31.55,31.55,29.75,30.0,30.25,30.55,4474.0,134477.05,22-JUN-2011,55.0,
INE838E01017,PONNIERODE,EQ,90.25,90.25,89.3,89.3,89.3,90.15,468.0,41825.9,22-JUN-2011,6.0,
INE752E01010,POWERGRID,EQ,101.35,102.4,101.05,102.3,102.4,101.35,1354940.0,138127695.5,22-JUN-2011,10272.0,
INE095I01015,PPAP,EQ,97.4,102.5,97.4,100.7,102.5,97.2,6671.0,669481.0,22-JUN-2011,129.0,
INE495J01015,PRADIP,EQ,81.0,90.9,80.15,87.45,89.0,80.45,115060.0,10070917.8,22-JUN-2011,1946.0,
INE505C01016,PRAENG,EQ,11.25,11.25,10.55,10.65,10.55,10.95,22432.0,244276.9,22-JUN-2011,62.0,
INE074A01025,PRAJIND,EQ,70.15,71.9,69.0,70.6,70.0,69.0,518565.0,36400603.8,22-JUN-2011,4265.0,
INE603A01013,PRAKASH,EQ,63.0,63.95,61.5,62.3,62.3,62.4,205049.0,12812094.8,22-JUN-2011,1682.0,
INE696K01016,PRAKASHSTL,EQ,147.5,147.9,143.25,144.25,143.25,146.25,3081.0,448891.1,22-JUN-2011,102.0,
INE308H01022,PRATIBHA,EQ,52.0,52.0,50.6,51.15,51.45,51.3,39033.0,2001913.65,22-JUN-2011,501.0,
INE283A01014,PRECOT,EQ,155.0,155.0,130.15,135.6,130.15,149.85,4619.0,633089.4,22-JUN-2011,85.0,
INE372C01011,PRECWIRE,EQ,116.2,118.0,116.2,117.15,117.15,117.55,141.0,16498.8,22-JUN-2011,6.0,
INE342A01018,PREMIER,EQ,85.8,85.8,80.6,81.85,81.5,83.6,26388.0,2165656.15,22-JUN-2011,170.0,
INE811K01011,PRESTIGE,EQ,123.3,128.5,122.2,124.65,124.4,123.3,18058.0,2253352.3,22-JUN-2011,3566.0,
IN9623B01058,FELDVR,EQ,179.95,179.95,170.6,174.85,170.6,174.8,13502.0,2361228.85,22-JUN-2011,91.0,
INE605A01026,PRICOL,EQ,19.9,20.2,19.15,19.35,19.3,20.15,57083.0,1115673.6,22-JUN-2011,129.0,
INE032B01021,PRIMESECU,EQ,23.0,23.85,22.1,22.3,22.1,23.25,20446.0,469689.65,22-JUN-2011,119.0,
INE010A01011,PRSMJOHNSN,EQ,46.6,46.9,45.55,46.0,45.75,46.5,74716.0,3444579.5,22-JUN-2011,419.0,
INE700C01013,PRITHVI,EQ,28.0,28.05,26.55,26.85,27.0,27.75,9195.0,248085.75,22-JUN-2011,118.0,
INE968G01025,PROVOGUE,EQ,35.1,35.3,33.35,33.65,33.7,34.85,209887.0,7195283.05,22-JUN-2011,1677.0,
INE608A01012,PSB,EQ,101.25,103.0,99.9,100.2,101.0,101.1,64952.0,6558263.05,22-JUN-2011,838.0,
INE474B01017,PSL,EQ,70.0,71.25,69.05,69.2,69.2,69.55,63883.0,4434756.15,22-JUN-2011,855.0,
INF732E01110,PSUBNKBEES,EQ,377.5,377.5,373.95,376.25,376.25,376.51,893.0,335481.25,22-JUN-2011,38.0,
INE877F01012,PTC,EQ,73.4,74.55,72.0,72.25,72.2,73.25,295469.0,21549319.6,22-JUN-2011,2849.0,
INE034D01031,PTL,EQ,26.1,27.7,25.95,26.1,26.1,27.3,4227.0,111291.1,22-JUN-2011,44.0,
INE277B01014,PUNJABCHEM,EQ,79.0,79.0,76.55,76.55,76.55,79.7,107.0,8296.85,22-JUN-2011,40.0,
INE701B01021,PUNJLLOYD,EQ,65.4,66.0,63.8,64.2,64.0,64.65,3216644.0,208636740.25,22-JUN-2011,19798.0,
INE323I01011,PURVA,EQ,87.5,88.0,85.2,86.0,86.25,86.2,7075.0,610905.15,22-JUN-2011,218.0,
INE362A01016,PVP,EQ,8.4,8.95,8.4,8.65,8.65,8.7,47057.0,408120.0,22-JUN-2011,132.0,
INE191H01014,PVR,EQ,101.9,102.25,98.3,99.6,99.8,100.7,46939.0,4719511.95,22-JUN-2011,1013.0,
INF082J01010,QGOLDHALF,EQ,1097.0,1097.0,1086.0,1089.55,1089.0,1089.45,331.0,361154.15,22-JUN-2011,78.0,
INF082J01028,QNIFTY,EQ,535.0,535.9,535.0,535.9,535.9,538.9,20.0,10704.5,22-JUN-2011,3.0,
INE033B01011,QUINTEGRA,EQ,3.65,3.65,3.5,3.5,3.5,3.65,1745.0,6258.5,22-JUN-2011,6.0,
INE874F01027,RADAAN,EQ,2.2,2.35,2.2,2.25,2.25,2.25,20880.0,47373.1,22-JUN-2011,28.0,
INE944F01028,RADICO,EQ,134.7,134.7,127.1,128.8,129.3,129.15,117402.0,15083186.35,22-JUN-2011,1599.0,
INE028D01025,RAINBOWPAP,EQ,62.0,62.95,62.0,62.05,62.0,62.6,26484.0,1651307.9,22-JUN-2011,164.0,
INE855B01025,RAIN,EQ,33.0,34.55,32.5,33.2,33.0,34.0,256739.0,8691300.6,22-JUN-2011,1763.0,
INE343B01030,RAJESHEXPO,EQ,93.75,96.3,91.0,92.5,92.5,92.65,1398144.0,129258250.8,22-JUN-2011,7538.0,
INE294G01018,RAJOIL,EQ,29.7,31.65,29.7,30.6,30.75,31.5,43928.0,1362704.15,22-JUN-2011,498.0,
INE296E01026,RAJPALAYAM,EQ,572.0,588.0,572.0,580.35,580.0,586.0,2005.0,1172577.1,22-JUN-2011,88.0,
INE533D01016,RAJRAYON,EQ,11.4,11.8,11.4,11.8,11.8,11.45,1914.0,21862.0,22-JUN-2011,9.0,
INE562B01019,RAJSREESUG,EQ,44.35,45.0,43.9,44.25,44.1,44.1,7562.0,337042.0,22-JUN-2011,143.0,
INE952H01019,RAJTV,EQ,50.7,50.7,49.2,49.75,50.0,49.5,20816.0,1038221.0,22-JUN-2011,350.0,
INE011H01014,RAJVIR,EQ,152.6,160.55,152.6,157.0,157.0,162.7,91.0,14150.95,22-JUN-2011,10.0,
INE613A01012,RALLIS,EQ,1530.0,1530.0,1481.0,1494.0,1494.9,1507.5,5058.0,7622119.35,22-JUN-2011,417.0,
INE278B01020,RAMANEWS,EQ,15.0,15.45,15.0,15.2,15.45,15.3,10670.0,162249.85,22-JUN-2011,43.0,
INE614A01028,RAMCOIND,EQ,40.35,40.5,39.6,40.05,40.2,41.0,37010.0,1482851.7,22-JUN-2011,299.0,
INE246B01019,RAMCOSYS,EQ,97.5,97.5,93.5,94.3,94.0,94.55,1719.0,162297.45,22-JUN-2011,30.0,
INE874I01013,RAMKY,EQ,264.15,266.3,260.3,264.65,266.0,263.9,8084.0,2140032.15,22-JUN-2011,398.0,
INE005D01015,RAMSARUP,EQ,15.65,15.95,15.1,15.35,15.4,15.7,29923.0,462659.2,22-JUN-2011,197.0,
INE625B01014,RANASUG,EQ,5.1,5.2,5.0,5.05,5.0,5.15,296835.0,1517071.5,22-JUN-2011,504.0,
INE015A01028,RANBAXY,EQ,536.4,536.4,512.0,515.3,515.2,531.75,488649.0,256134376.45,22-JUN-2011,14624.0,
INE222J01013,RANEENGINE,EQ,212.1,212.1,205.0,205.3,205.0,215.0,85.0,17513.2,22-JUN-2011,16.0,
INE384A01010,RANEHOLDIN,EQ,225.05,230.0,225.0,226.5,227.0,226.15,2595.0,588899.9,22-JUN-2011,28.0,
INE619C01015,RANKLIN,EQ,14.0,14.0,13.95,13.95,13.95,14.65,14926.0,208227.7,22-JUN-2011,47.0,
INE703B01027,RATNAMANI,EQ,105.0,109.7,102.0,107.25,108.0,107.3,966.0,102777.55,22-JUN-2011,84.0,
INE301A01014,RAYMOND,EQ,362.0,364.9,352.35,355.75,356.0,359.15,359104.0,128981224.65,22-JUN-2011,11461.0,
INE244J01017,RBL,EQ,108.05,112.0,95.0,109.0,109.0,108.0,463.0,50479.95,22-JUN-2011,15.0,
INE445K01018,RBN,EQ,78.8,82.0,76.5,80.2,80.0,77.0,273977.0,21704457.1,22-JUN-2011,4017.0,
INE027A01015,RCF,EQ,75.9,75.9,72.5,72.85,72.65,75.25,345628.0,25620811.2,22-JUN-2011,4399.0,
INE330H01018,RCOM,EQ,88.25,88.95,86.65,87.75,87.95,87.75,3070215.0,270024283.0,22-JUN-2011,19715.0,
INE020B01018,RECLTD,EQ,184.65,185.3,180.2,181.05,180.9,182.3,2045759.0,371511233.6,22-JUN-2011,24897.0,
INE891D01026,REDINGTON,EQ,85.7,87.3,83.8,86.55,87.1,84.3,64227.0,5463806.55,22-JUN-2011,867.0,
INE056I01017,REFEX,EQ,32.45,32.45,30.25,30.6,30.25,31.8,30029.0,910682.35,22-JUN-2011,86.0,
INE385B01031,REIAGROLTD,EQ,25.3,25.3,24.8,25.05,24.9,25.05,195701.0,4890871.25,22-JUN-2011,1318.0,
INE849J01021,REISIXTEN,EQ,34.45,34.5,30.55,31.4,30.7,33.55,12018.0,382113.45,22-JUN-2011,414.0,
INE131B01021,RELAXO,EQ,232.0,267.95,232.0,245.05,245.05,257.5,9.0,2276.05,22-JUN-2011,7.0,
INF733I01028,RELBANK,EQ,1009.0,1035.0,987.0,1003.5,1000.0,1029.4,452.0,459642.51,22-JUN-2011,19.0,
INE013A01015,RELCAPITAL,EQ,520.15,522.35,512.5,515.4,516.5,515.4,800319.0,413488593.45,22-JUN-2011,17999.0,
INF733I01010,RELGOLD,EQ,2135.0,2138.0,2126.05,2135.85,2136.0,2132.1,8197.0,17494463.85,22-JUN-2011,548.0,
INF205K01DA9,IVZINNIFTY,EQ,521.0,521.0,521.0,521.0,521.0,521.46,2.0,1042.0,22-JUN-2011,2.0,
INE002A01018,RELIANCE,EQ,853.35,858.15,834.15,845.8,846.7,848.65,4596259.0,3873641071.85,22-JUN-2011,96249.0,
INE621H01010,RELIGARE,EQ,455.4,462.0,455.4,457.0,457.0,458.35,12842.0,5882762.65,22-JUN-2011,217.0,
INF205K01361,IVZINGOLD,EQ,2224.65,2243.0,2224.65,2230.1,2230.1,2234.6,613.0,1369893.15,22-JUN-2011,78.0,
INE036A01016,RELINFRA,EQ,537.9,538.0,522.3,528.45,528.95,531.2,799521.0,421985566.6,22-JUN-2011,23319.0,
INE540B01015,RELMEDIA,EQ,119.85,120.5,114.1,115.3,114.3,118.2,494270.0,57738195.45,22-JUN-2011,7609.0,
INE087H01022,RENUKA,EQ,58.25,60.05,56.6,57.55,57.65,57.9,7599609.0,442266702.8,22-JUN-2011,24482.0,
INE461B01014,REPRO,EQ,127.1,131.9,124.25,130.4,131.85,128.05,43687.0,5621558.95,22-JUN-2011,865.0,
INE774I01023,RESURGERE,EQ,0.55,0.6,0.5,0.55,0.55,0.55,4238300.0,2281074.9,22-JUN-2011,605.0,
INE617A01013,REVATHI,EQ,400.0,400.0,397.15,398.1,399.0,406.0,54.0,21545.1,22-JUN-2011,4.0,
INE209B01025,RICOAUTO,EQ,15.35,15.35,14.5,14.55,14.65,15.05,112020.0,1662464.55,22-JUN-2011,415.0,
INE046A01015,RIIL,EQ,523.0,527.4,508.05,510.55,508.85,519.05,106894.0,55138147.55,22-JUN-2011,5102.0,
INE722H01016,RGL,BE,102.5,102.55,102.0,102.0,102.0,106.0,6749.0,688659.25,22-JUN-2011,15.0,
INE722J01012,RKDL,EQ,24.55,24.6,23.1,23.2,23.2,24.3,64717.0,1511725.35,22-JUN-2011,347.0,
INE399G01015,RKFORGE,EQ,107.0,108.95,107.0,107.05,107.0,105.0,68.0,7343.0,22-JUN-2011,8.0,
INE172H01014,RMCL,EQ,7.4,7.6,7.15,7.15,7.15,7.45,11099.0,80429.9,22-JUN-2011,27.0,
INE050H01012,RML,EQ,123.2,123.2,118.15,119.5,120.0,124.95,4076.0,490283.3,22-JUN-2011,40.0,
INE248H01012,ROHITFERRO,EQ,35.85,36.5,35.25,36.1,36.2,35.25,126949.0,4579078.1,22-JUN-2011,620.0,
INE283H01019,ROHLTD,EQ,60.6,60.75,57.55,58.65,58.65,60.6,12553.0,739771.0,22-JUN-2011,218.0,
INE293A01013,ROLTA,EQ,123.15,126.45,119.3,122.9,123.0,122.9,699382.0,86228847.9,22-JUN-2011,14359.0,
INE924H01018,TARMAT,EQ,27.0,27.0,25.75,26.05,25.75,26.9,173.0,4613.05,22-JUN-2011,7.0,
INE105J01010,RPGLIFE,EQ,78.5,82.9,78.5,81.25,81.8,79.15,870.0,69926.65,22-JUN-2011,43.0,
INE614G01033,RPOWER,EQ,110.2,111.2,108.1,108.7,108.6,109.85,1217979.0,133399192.65,22-JUN-2011,14716.0,
INE324L01013,RPPINFRA,EQ,73.0,73.0,71.65,72.1,72.1,72.85,39503.0,2861314.75,22-JUN-2011,183.0,
INE165B01011,RSSOFTWARE,EQ,55.55,57.0,55.55,55.55,55.55,55.6,1393.0,77918.4,22-JUN-2011,22.0,
INE611A01016,RSWM,EQ,135.4,135.4,132.0,132.65,132.0,134.2,6486.0,865363.65,22-JUN-2011,186.0,
INE411H01024,RSYSTEMS,EQ,104.05,106.0,104.0,105.25,106.0,105.4,684.0,71601.8,22-JUN-2011,27.0,
INE301D01018,RUBYMILLS,EQ,722.0,741.0,700.0,704.65,701.0,715.4,210.0,149666.4,22-JUN-2011,48.0,
INE413B01023,RUCHINFRA,EQ,20.75,20.75,18.75,18.85,18.75,19.55,19813.0,377757.7,22-JUN-2011,192.0,
INE803H01014,RUCHIRA,EQ,9.9,10.2,9.9,9.9,9.9,10.3,359.0,3569.1,22-JUN-2011,6.0,
INE619A01027,RUCHISOYA,EQ,91.2,92.9,90.0,90.3,90.7,90.3,971169.0,87811704.6,22-JUN-2011,3584.0,
INE243A01018,SABERORGAN,BE,125.75,126.75,125.75,126.0,126.0,126.0,28825.0,3633568.55,22-JUN-2011,198.0,
INE416A01036,SABTN,EQ,56.8,56.8,52.4,52.4,52.4,54.8,778.0,42369.75,22-JUN-2011,11.0,
INE226H01026,SADBHAV,EQ,130.5,134.35,129.05,129.85,129.3,130.1,7372.0,965699.6,22-JUN-2011,428.0,
INE229C01013,SAGCEM,EQ,131.2,139.85,131.2,136.0,136.0,135.0,502.0,68082.0,22-JUN-2011,12.0,
INE586G01017,GULFPETRO,EQ,32.5,37.95,32.5,34.4,34.3,32.55,10750.0,364009.5,22-JUN-2011,98.0,
INE114A01011,SAIL,EQ,132.5,133.5,129.1,129.95,130.0,131.3,1981265.0,257666663.45,22-JUN-2011,21992.0,
INE623A01011,SAKHTISUG,EQ,32.1,32.9,31.2,32.1,32.4,31.6,103209.0,3325058.5,22-JUN-2011,1110.0,
INE667G01015,SAKSOFT,EQ,54.75,55.0,53.5,54.25,55.0,54.9,5880.0,321236.75,22-JUN-2011,18.0,
INE302E01014,SAKTHIFIN,BE,12.2,12.9,12.2,12.9,12.9,12.55,425.0,5285.0,22-JUN-2011,7.0,
INE190H01016,SAKUMA,EQ,14.5,14.5,14.0,14.0,14.0,14.5,3968.0,55978.0,22-JUN-2011,26.0,
INE498E01010,SALONA,EQ,20.15,23.5,20.15,23.5,23.5,22.15,31.0,706.75,22-JUN-2011,3.0,
INE924A01013,SALORAINTL,EQ,28.4,28.4,28.4,28.4,28.4,28.9,50.0,1420.0,22-JUN-2011,1.0,
INE658G01014,SALSTEEL,EQ,6.7,6.85,6.65,6.8,6.85,6.6,11833.0,80406.55,22-JUN-2011,75.0,
INE304D01012,SAMBANDAM,EQ,93.0,93.0,88.0,88.0,88.0,90.0,91.0,8258.0,22-JUN-2011,3.0,
INE699B01027,SAMBHAAV,EQ,1.7,1.7,1.45,1.45,1.55,1.4,3682.0,5456.45,22-JUN-2011,13.0,
INE381A01016,SAMTEL,BE,6.25,6.3,6.0,6.05,6.25,6.1,6086.0,37218.75,22-JUN-2011,35.0,
INE583B01015,SANDESH,EQ,271.0,279.85,260.25,262.3,260.7,278.0,475.0,126223.45,22-JUN-2011,49.0,
INE495C01010,SANGAMIND,EQ,37.5,38.5,37.0,37.1,37.0,38.1,5548.0,208293.95,22-JUN-2011,105.0,
INE999B01013,SANGHIIND,EQ,18.6,19.0,18.3,18.9,18.3,18.7,8674.0,164154.4,22-JUN-2011,43.0,
INE146A01013,SANGHIPOLY,EQ,1.7,1.75,1.65,1.7,1.7,1.65,7270.0,12456.45,22-JUN-2011,21.0,
INE263L01013,SANGHVIFOR,EQ,51.3,52.0,49.7,49.7,49.7,52.3,16348.0,815126.65,22-JUN-2011,161.0,
INE989A01024,SANGHVIMOV,EQ,116.5,118.5,115.0,115.55,115.2,114.4,1841.0,214229.4,22-JUN-2011,94.0,
INE890C01046,SANWARIA,EQ,41.15,42.6,41.0,41.15,41.35,43.05,3275.0,135505.85,22-JUN-2011,68.0,
INE385C01013,SARDAEN,EQ,207.5,214.9,202.0,203.6,205.0,207.35,11558.0,2405354.95,22-JUN-2011,344.0,
INE979A01017,SAREGAMA,EQ,66.6,66.65,62.65,63.9,63.0,65.7,28784.0,1846753.75,22-JUN-2011,422.0,
INE231F01020,SASKEN,EQ,133.8,139.5,132.55,133.25,133.3,131.85,69800.0,9511748.65,22-JUN-2011,1705.0,
INE176C01016,SATHAISPAT,EQ,46.95,47.5,45.5,46.2,45.7,45.6,7994.0,364179.5,22-JUN-2011,50.0,
INE275A01028,SATYAMCOMP,EQ,85.0,85.75,83.1,83.6,83.25,84.25,2871039.0,241484028.2,22-JUN-2011,19520.0,
INE104E01014,SAVERA,EQ,36.95,38.25,34.95,36.35,34.95,37.0,2000.0,72645.8,22-JUN-2011,21.0,
INE465B01015,SB&TINTL,BE,17.3,18.2,17.3,17.65,17.65,17.95,20485.0,368065.15,22-JUN-2011,27.0,
INE648A01026,SBBJ,EQ,485.0,491.95,480.1,482.7,480.1,480.8,9105.0,4424296.7,22-JUN-2011,361.0,
INF200K01099,SETFGOLD,EQ,2231.5,2235.0,2226.2,2230.15,2231.4,2229.95,1915.0,4271517.45,22-JUN-2011,377.0,
INE062A01012,SBIN,EQ,2161.8,2164.6,2123.25,2140.5,2138.5,2148.5,1462519.0,3128736527.85,22-JUN-2011,61993.0,
INE654A01024,SBT,EQ,700.05,708.0,695.0,697.85,695.0,698.8,3262.0,2284150.1,22-JUN-2011,316.0,
INE109A01011,SCI,EQ,99.45,100.2,98.5,98.85,98.5,99.55,156338.0,15498775.8,22-JUN-2011,1837.0,
INE497B01018,SEAMECLTD,EQ,85.25,90.8,85.25,87.6,87.0,88.9,3868.0,342800.5,22-JUN-2011,44.0,
INE420C01034,SEINVEST,EQ,10.1,10.75,9.7,10.55,10.55,10.05,479788.0,4969924.9,22-JUN-2011,1720.0,
INE818A01017,SELAN,EQ,309.0,309.0,294.25,295.45,294.25,300.6,17055.0,5054904.6,22-JUN-2011,791.0,
INE105I01012,SELMCL,EQ,16.65,16.65,16.15,16.2,16.2,16.35,247053.0,4014993.65,22-JUN-2011,1081.0,
INE577L01016,STEL,EQ,15.0,15.15,14.15,14.15,14.15,14.85,4420.0,62919.0,22-JUN-2011,30.0,
INE431L01016,SERVALL,EQ,8.2,8.45,7.8,8.05,8.0,8.35,198750.0,1595730.2,22-JUN-2011,555.0,
INE205A01025,VEDL,EQ,270.0,272.0,265.0,268.85,269.4,267.45,952637.0,256088648.0,22-JUN-2011,21037.0,
INE630A01016,SESHAPAPER,EQ,228.6,234.0,228.0,228.6,228.0,232.05,1247.0,285441.5,22-JUN-2011,22.0,
INE955I01028,SEZALGLASS,BE,3.6,3.65,3.45,3.45,3.45,3.6,24982.0,88020.35,22-JUN-2011,50.0,
INE553K01019,SGJHL,EQ,261.0,261.55,256.0,259.55,259.8,259.2,98040.0,25355470.4,22-JUN-2011,1002.0,
INE353H01010,SGL,EQ,4.0,4.15,4.0,4.05,4.0,4.2,7608.0,31239.5,22-JUN-2011,16.0,
INE640C01011,SHAHALLOYS,EQ,11.9,12.6,11.9,11.95,11.95,12.4,2010.0,24034.8,22-JUN-2011,8.0,
INE849C01018,SHALPAINTS,BE,603.0,633.35,595.6,605.85,612.0,626.95,2096.0,1260595.2,22-JUN-2011,78.0,
INE631A01022,SHANTIGEAR,EQ,39.6,41.0,39.6,39.95,40.3,40.0,61779.0,2478355.45,22-JUN-2011,432.0,
INF732E01128,SHARIABEES,EQ,117.0,132.0,116.75,117.88,117.9,118.17,1613.0,190270.75,22-JUN-2011,16.0,
INE559D01011,CREST,EQ,54.0,54.0,48.25,52.05,52.05,54.0,2461.0,127796.75,22-JUN-2011,28.0,
INE317A01028,SHASUNPHAR,EQ,75.5,75.5,70.2,72.85,74.95,73.8,48546.0,3508344.15,22-JUN-2011,762.0,
INE790G01023,SHILPAMED,EQ,227.5,238.8,227.5,228.6,227.5,230.05,399.0,91793.3,22-JUN-2011,57.0,
INE510K01019,SHILPI,EQ,15.7,15.7,14.6,14.6,14.65,15.35,60635.0,890104.8,22-JUN-2011,368.0,
INE756B01017,SVOGL,EQ,225.5,225.5,215.0,215.3,215.0,220.7,13706.0,2979892.8,22-JUN-2011,832.0,
INE637H01016,SHIVAMAUTO,EQ,111.0,111.0,107.0,108.9,109.0,111.0,675.0,74286.1,22-JUN-2011,10.0,
INE705C01012,SHIVTEX,EQ,31.75,32.0,30.85,31.0,30.85,31.95,5616.0,175099.65,22-JUN-2011,52.0,
INE851B01016,SHLAKSHMI,EQ,78.05,82.0,76.0,78.8,79.5,78.35,6738.0,533885.15,22-JUN-2011,213.0,
INE498B01024,SHOPERSTOP,EQ,439.7,442.0,420.0,421.1,422.0,433.7,57240.0,24586945.15,22-JUN-2011,2103.0,
INE318K01017,SHPRE,EQ,6.3,6.4,5.7,5.95,5.7,6.3,9353.0,56752.6,22-JUN-2011,50.0,
INE538H01024,SHREEASHTA,EQ,4.15,4.15,3.85,4.0,4.0,4.15,8126831.0,32466941.65,22-JUN-2011,6777.0,
INE070A01015,SHREECEM,EQ,1737.3,1755.6,1670.0,1680.75,1670.0,1698.95,3425.0,5805213.45,22-JUN-2011,617.0,
INE879A01019,SHREERAMA,EQ,5.65,5.75,5.65,5.75,5.75,5.75,1451.0,8268.15,22-JUN-2011,10.0,
INE633A01028,SHRENUJ,EQ,53.1,53.5,52.7,52.7,52.7,53.3,2188.0,115767.75,22-JUN-2011,38.0,
INE231C01019,SHREYANIND,EQ,20.0,20.0,20.0,20.0,20.0,20.5,110.0,2200.0,22-JUN-2011,1.0,
INE757B01015,SHREYAS,EQ,31.0,31.3,30.25,30.6,30.6,31.8,1789.0,55361.95,22-JUN-2011,18.0,
INE722A01011,SHRIRAMCIT,EQ,558.0,558.0,542.0,548.8,544.3,556.0,2443.0,1346339.2,22-JUN-2011,69.0,
